athlete_id,name,gender,classification,primary_event,secondary_event,dob,height_cm,weight_kg,years_on_team,guide_runner_required,injury_status,availability_status,coach,region,development_stage
A0594,Masego Basinyi 594,Female,T11,400m,1500m,1994-08-14,165,43,4,True,Healthy,Monitor,Coach Basinyi,Gaborone,National
A0595,Oratile Basinyi 595,Female,T13,1500m,800m,1993-07-15,170,47,8,False,Recovering,Available,Coach Motswana,Gaborone,Elite
A0596,Tiamelo Ranku 596,Female,T12,200m,100m,1996-11-15,165,60,6,False,Healthy,Available,Coach Motswana,Molepolole,National
A0597,Olebogeng Rammidi 597,Female,T12,400m,100m,1995-12-06,158,63,9,False,Healthy,Monitor,Coach Ranku,Gaborone,Emerging
A0598,Olebogeng Kgamanyane 598,Female,T11,200m,400m,2003-07-23,155,59,5,True,Healthy,Restricted,Coach Kgamanyane,Lobatse,Elite
A0599,Onalenna Mokalake 599,Female,T11,200m,400m,2001-12-16,159,56,3,True,Healthy,Monitor,Coach Motswana,Lobatse,National
A0600,Bontle Motsepe 600,Female,T13,1500m,200m,1993-01-31,179,59,7,False,Healthy,Available,Coach Basinyi,Molepolole,Elite
A0601,Refilwe Motsepe 601,Female,T13,800m,200m,2000-01-24,155,56,8,False,Recovering,Available,Coach Pule,Francistown,Elite
A0602,Keitumetse Molefe 602,Female,T13,800m,400m,2007-12-10,157,58,7,False,Healthy,Available,Coach Kgamanyane,Gaborone,Emerging
A0603,Refilwe Mosinyi 603,Female,T13,400m,800m,1998-07-13,165,58,5,False,Healthy,Available,Coach Dube,Molepolole,National
A0604,Lorato Motsumi 604,Female,T11,400m,100m,2005-02-19,164,53,7,True,Healthy,Available,Coach Basinyi,Lobatse,Elite
A0605,Boitumelo Mokalake 605,Female,T11,800m,100m,1999-12-29,167,67,9,True,Healthy,Available,Coach Pule,Serowe,National
A0606,Olebogeng Mokalake 606,Female,T11,400m,200m,1992-12-21,159,57,2,True,Recovering,Available,Coach Motswana,Molepolole,Podium Track
A0607,Aobakwe Molefe 607,Female,T13,100m,400m,2006-09-26,164,69,9,False,Recovering,Available,Coach Molefe,Selebi-Phikwe,Elite
A0608,Keitumetse Lelaka 608,Female,T11,200m,1500m,2008-04-21,172,51,7,True,Recovering,Available,Coach Dube,Maun,Emerging
A0609,Naledi Lelaka 609,Female,T13,800m,100m,1996-02-13,164,44,3,False,Healthy,Available,Coach Molefe,Selebi-Phikwe,National
A0610,Keitumetse Ranku 610,Female,T13,400m,800m,1995-01-01,156,58,8,False,Healthy,Available,Coach Motswana,Francistown,National
A0611,Bontle Motsepe 611,Female,T11,200m,400m,1993-12-20,169,66,9,True,Healthy,Available,Coach Ranku,Serowe,National
A0612,Lorato Mosinyi 612,Female,T12,400m,200m,2001-02-20,161,45,1,True,Recovering,Available,Coach Motswana,Molepolole,Elite
A0613,Aobakwe Bantsi 613,Female,T12,100m,800m,1999-09-13,167,56,3,False,Monitoring,Available,Coach Dube,Maun,National
A0614,Bontle Molefe 614,Female,T13,100m,800m,1999-12-03,167,59,9,False,Monitoring,Available,Coach Basinyi,Serowe,Elite
A0615,Oratile Basinyi 615,Female,T11,800m,400m,2007-07-24,169,63,4,True,Monitoring,Available,Coach Kgamanyane,Selebi-Phikwe,National
A0616,Keitumetse Ranku 616,Female,T13,400m,200m,1994-04-23,170,53,3,False,Monitoring,Available,Coach Dube,Francistown,Elite
A0617,Boitumelo Pule 617,Female,T11,100m,400m,1995-05-07,171,53,3,True,Recovering,Monitor,Coach Modise,Lobatse,National
A0618,Lesedi Lelaka 618,Female,T13,800m,400m,2008-05-31,164,74,8,False,Healthy,Available,Coach Motswana,Molepolole,National
A0619,Reabetswe Dube 619,Female,T12,800m,400m,2008-01-07,166,47,8,True,Recovering,Monitor,Coach Motswana,Gaborone,Podium Track
A0620,Olebogeng Mogae 620,Female,T13,800m,400m,1992-08-13,175,67,8,False,Healthy,Restricted,Coach Ranku,Gaborone,National
A0621,Naledi Motsepe 621,Female,T12,100m,1500m,2004-02-02,173,59,9,False,Monitoring,Available,Coach Basinyi,Lobatse,National
A0622,Refilwe Ranku 622,Female,T11,100m,800m,2004-02-29,166,55,7,True,Healthy,Restricted,Coach Pule,Francistown,Elite
A0623,Masego Molefe 623,Female,T11,100m,200m,2001-05-21,158,71,5,True,Recovering,Available,Coach Kgamanyane,Serowe,Emerging
A0624,Keitumetse Mogae 624,Female,T12,800m,1500m,2005-10-27,161,53,6,False,Healthy,Available,Coach Dube,Serowe,Emerging
A0625,Kelebogile Moroka 625,Female,T11,200m,100m,2005-01-19,160,74,6,True,Healthy,Available,Coach Molefe,Serowe,National
A0626,Olebogeng Molefe 626,Female,T13,200m,800m,1992-07-08,171,54,2,False,Monitoring,Available,Coach Basinyi,Francistown,Emerging
A0627,Lorato Lelaka 627,Female,T12,1500m,400m,1992-07-28,163,62,2,True,Recovering,Available,Coach Basinyi,Gaborone,Podium Track
A0628,Segametsi Bantsi 628,Female,T13,400m,800m,1998-08-16,171,43,5,False,Healthy,Available,Coach Dube,Francistown,National
A0629,Reabetswe Mosinyi 629,Female,T12,200m,800m,1993-09-30,171,56,8,True,Monitoring,Monitor,Coach Motswana,Molepolole,National
A0630,Lesedi Molefe 630,Female,T13,400m,800m,2004-07-14,158,54,4,False,Healthy,Monitor,Coach Dube,Selebi-Phikwe,National
A0631,Boitumelo Dube 631,Female,T13,800m,400m,2001-03-25,170,73,5,False,Monitoring,Available,Coach Molefe,Serowe,Emerging
A0632,Onalenna Dube 632,Female,T11,800m,200m,2008-11-30,165,63,1,True,Recovering,Monitor,Coach Basinyi,Gaborone,Elite
A0633,Boitumelo Ranku 633,Female,T11,100m,200m,1996-09-10,157,62,2,True,Healthy,Available,Coach Pule,Gaborone,Podium Track
A0634,Reabetswe Mosinyi 634,Female,T12,200m,1500m,2002-07-25,170,44,3,False,Healthy,Available,Coach Ranku,Francistown,Podium Track
A0635,Lorato Mosinyi 635,Female,T12,800m,100m,2000-04-22,159,65,3,True,Healthy,Available,Coach Modise,Lobatse,Emerging
A0636,Kelebogile Motsepe 636,Female,T13,400m,1500m,2002-05-26,149,54,5,False,Recovering,Available,Coach Motswana,Maun,National
A0637,Oratile Pule 637,Female,T12,800m,200m,2000-10-12,168,42,9,False,Monitoring,Available,Coach Motswana,Francistown,Emerging
A0638,Masego Mogapi 638,Female,T13,200m,100m,2002-09-08,160,58,3,False,Monitoring,Available,Coach Ranku,Gaborone,National
A0639,Segametsi Rammidi 639,Female,T12,400m,200m,2006-03-10,171,46,3,False,Healthy,Monitor,Coach Basinyi,Lobatse,Emerging
A0640,Olebogeng Kgamanyane 640,Female,T12,400m,800m,1997-08-06,172,60,6,False,Recovering,Available,Coach Kgamanyane,Gaborone,Emerging
A0641,Lorato Lelaka 641,Female,T13,200m,1500m,1999-12-28,173,68,1,False,Recovering,Available,Coach Motswana,Selebi-Phikwe,Elite
A0642,Boitumelo Moroka 642,Female,T13,400m,1500m,1997-12-28,166,62,9,False,Monitoring,Available,Coach Basinyi,Maun,National
A0643,Tiamelo Rammidi 643,Female,T13,100m,1500m,1992-02-04,150,45,9,False,Monitoring,Monitor,Coach Ranku,Serowe,Elite
A0644,Naledi Mosinyi 644,Female,T11,200m,400m,1996-12-20,155,54,2,True,Healthy,Available,Coach Modise,Molepolole,National
A0645,Keitumetse Lelaka 645,Female,T11,400m,200m,1999-08-29,171,42,7,True,Healthy,Available,Coach Motswana,Selebi-Phikwe,Emerging
A0646,Kelebogile Kgamanyane 646,Female,T13,400m,200m,2001-04-09,161,46,4,False,Monitoring,Available,Coach Pule,Maun,National
A0647,Boitumelo Molefe 647,Female,T13,400m,1500m,2000-08-19,151,71,2,False,Healthy,Available,Coach Kgamanyane,Selebi-Phikwe,Podium Track
A0648,Lorato Mogae 648,Female,T11,400m,100m,2008-03-11,164,72,3,True,Recovering,Available,Coach Modise,Lobatse,Emerging
A0649,Masego Bantsi 649,Female,T12,400m,800m,1995-11-10,173,49,8,False,Healthy,Unavailable,Coach Ranku,Gaborone,National
A0650,Bontle Kgamanyane 650,Female,T12,200m,800m,2004-02-28,149,76,3,False,Healthy,Available,Coach Pule,Molepolole,National
A0651,Onalenna Lelaka 651,Female,T11,100m,800m,1996-08-08,160,47,8,True,Healthy,Monitor,Coach Pule,Serowe,National
A0652,Olebogeng Dube 652,Female,T12,200m,800m,1998-12-03,169,59,8,False,Healthy,Available,Coach Molefe,Lobatse,Emerging
A0653,Reabetswe Kgamanyane 653,Female,T13,200m,400m,2003-03-28,158,54,8,False,Recovering,Unavailable,Coach Dube,Maun,Emerging
A0654,Keitumetse Kgamanyane 654,Female,T12,400m,1500m,1996-05-22,165,58,5,False,Healthy,Restricted,Coach Molefe,Francistown,National
A0655,Reabetswe Mogapi 655,Female,T11,400m,1500m,1996-06-04,170,54,5,True,Monitoring,Available,Coach Modise,Francistown,Emerging
A0656,Lesedi Motsepe 656,Female,T12,200m,400m,1995-05-14,161,63,3,False,Recovering,Monitor,Coach Pule,Lobatse,Emerging
A0657,Keitumetse Kgamanyane 657,Female,T11,100m,200m,2007-07-28,166,67,6,True,Healthy,Unavailable,Coach Molefe,Selebi-Phikwe,National
A0658,Tiamelo Lelaka 658,Female,T13,400m,100m,2000-04-18,162,57,4,False,Recovering,Available,Coach Basinyi,Maun,Emerging
A0659,Segametsi Ranku 659,Female,T12,1500m,200m,2008-01-29,154,71,1,False,Healthy,Monitor,Coach Pule,Francistown,Elite
A0660,Segametsi Basinyi 660,Female,T13,200m,1500m,2007-12-02,152,59,2,False,Monitoring,Monitor,Coach Modise,Molepolole,Emerging
A0661,Lesedi Mokalake 661,Female,T13,1500m,400m,2003-02-11,156,61,1,False,Monitoring,Available,Coach Dube,Molepolole,Elite
A0662,Kelebogile Moroka 662,Female,T12,200m,100m,1995-11-07,169,43,8,True,Monitoring,Unavailable,Coach Ranku,Selebi-Phikwe,National
A0663,Lesedi Molefe 663,Female,T12,100m,200m,2000-03-22,162,42,5,True,Healthy,Available,Coach Basinyi,Maun,National
A0664,Aobakwe Mogae 664,Female,T12,800m,200m,2000-04-09,175,54,4,True,Monitoring,Available,Coach Motswana,Selebi-Phikwe,Emerging
A0665,Reabetswe Motsumi 665,Female,T13,400m,200m,1992-10-21,151,51,3,False,Recovering,Unavailable,Coach Molefe,Molepolole,National
A0666,Bontle Mogapi 666,Female,T12,200m,1500m,1998-03-07,174,71,9,False,Healthy,Available,Coach Kgamanyane,Francistown,Elite
A0667,Kelebogile Mosinyi 667,Female,T13,200m,100m,2003-05-04,174,50,5,False,Healthy,Available,Coach Molefe,Maun,Podium Track
A0668,Kelebogile Pule 668,Female,T12,800m,1500m,2003-02-19,162,72,3,False,Healthy,Monitor,Coach Pule,Selebi-Phikwe,National
A0669,Kelebogile Dube 669,Female,T11,100m,200m,1997-11-28,158,54,4,True,Recovering,Monitor,Coach Kgamanyane,Serowe,Emerging
A0670,Lorato Mokalake 670,Female,T12,100m,400m,2005-10-26,156,47,9,False,Recovering,Restricted,Coach Motswana,Lobatse,Elite
A0671,Tiamelo Dube 671,Female,T11,800m,400m,1993-02-26,173,63,6,True,Monitoring,Available,Coach Modise,Maun,National
A0672,Reabetswe Dube 672,Female,T11,400m,100m,2003-05-09,167,63,4,True,Monitoring,Available,Coach Basinyi,Lobatse,Emerging
A0673,Olebogeng Motsepe 673,Female,T13,100m,800m,2001-01-14,172,71,1,False,Recovering,Available,Coach Molefe,Serowe,Podium Track
A0674,Naledi Ranku 674,Female,T13,100m,200m,1993-01-25,163,54,6,False,Healthy,Available,Coach Modise,Selebi-Phikwe,Emerging
A0675,Oratile Mosinyi 675,Female,T13,100m,400m,1994-03-13,155,67,8,False,Recovering,Monitor,Coach Basinyi,Gaborone,National
A0676,Olebogeng Rammidi 676,Female,T11,100m,200m,2005-05-05,159,44,9,True,Healthy,Unavailable,Coach Basinyi,Gaborone,Emerging
A0677,Kelebogile Pule 677,Female,T12,100m,400m,1995-01-03,161,58,1,True,Healthy,Available,Coach Motswana,Maun,National
A0678,Lesedi Kgamanyane 678,Female,T13,100m,800m,2004-08-11,170,67,1,False,Healthy,Available,Coach Modise,Serowe,Elite
A0679,Boitumelo Mosinyi 679,Female,T11,100m,200m,1994-05-25,158,50,5,True,Healthy,Monitor,Coach Modise,Selebi-Phikwe,Emerging
A0680,Segametsi Mogapi 680,Female,T12,100m,400m,1993-04-18,161,47,6,False,Monitoring,Available,Coach Modise,Selebi-Phikwe,Emerging
A0681,Aobakwe Moroka 681,Female,T11,800m,1500m,1995-05-16,163,62,1,True,Recovering,Available,Coach Ranku,Serowe,Emerging
A0682,Reabetswe Rammidi 682,Female,T12,100m,200m,2003-03-16,164,43,4,True,Healthy,Available,Coach Motswana,Serowe,National
A0683,Bontle Mogapi 683,Female,T11,100m,200m,2007-03-25,154,69,5,True,Healthy,Available,Coach Kgamanyane,Molepolole,Emerging
A0684,Bontle Moroka 684,Female,T12,100m,200m,1994-04-25,155,64,2,False,Healthy,Available,Coach Dube,Maun,National
A0685,Kelebogile Mogae 685,Female,T12,800m,1500m,1992-09-16,169,55,8,False,Healthy,Restricted,Coach Ranku,Lobatse,Emerging
A0686,Tiamelo Molefe 686,Female,T12,100m,200m,1997-08-08,156,59,3,False,Healthy,Available,Coach Basinyi,Molepolole,National
A0687,Segametsi Mosinyi 687,Female,T13,200m,100m,2003-09-03,156,56,1,False,Recovering,Available,Coach Basinyi,Gaborone,National
A0688,Naledi Moroka 688,Female,T11,800m,100m,2001-03-29,164,51,6,True,Healthy,Available,Coach Basinyi,Gaborone,Emerging
A0689,Lorato Rammidi 689,Female,T13,800m,1500m,1994-05-11,162,55,6,False,Healthy,Monitor,Coach Motswana,Lobatse,Elite
A0690,Boitumelo Kgamanyane 690,Female,T13,800m,100m,2005-01-17,154,56,9,False,Monitoring,Restricted,Coach Ranku,Gaborone,Elite
A0691,Olebogeng Moroka 691,Female,T13,800m,200m,1999-04-28,158,42,5,False,Healthy,Available,Coach Ranku,Selebi-Phikwe,National
A0692,Lesedi Ranku 692,Female,T12,400m,200m,2006-10-04,161,55,7,False,Healthy,Monitor,Coach Ranku,Gaborone,Emerging
A0693,Lesedi Mokalake 693,Female,T11,100m,400m,1999-03-12,159,42,1,True,Recovering,Available,Coach Pule,Selebi-Phikwe,Elite
A0694,Keitumetse Rammidi 694,Female,T13,100m,800m,1994-07-29,170,64,9,False,Monitoring,Available,Coach Modise,Selebi-Phikwe,Emerging
A0695,Tiamelo Mogapi 695,Female,T12,100m,200m,1997-06-06,169,60,5,True,Monitoring,Monitor,Coach Motswana,Selebi-Phikwe,National
A0696,Lesedi Mokalake 696,Female,T13,400m,200m,2001-03-18,153,59,6,False,Healthy,Available,Coach Kgamanyane,Lobatse,Emerging
A0697,Aobakwe Basinyi 697,Female,T11,200m,400m,2003-02-26,156,77,5,True,Healthy,Monitor,Coach Dube,Maun,National
A0698,Tiamelo Molefe 698,Female,T11,200m,100m,1998-07-08,159,64,2,True,Recovering,Available,Coach Ranku,Serowe,Emerging
A0699,Masego Mogapi 699,Female,T13,800m,100m,2005-06-24,151,47,4,False,Healthy,Available,Coach Pule,Lobatse,Elite
A0700,Aobakwe Mokalake 700,Female,T12,400m,800m,1992-03-12,159,64,9,True,Recovering,Available,Coach Molefe,Francistown,Elite
A0701,Oratile Mogae 701,Female,T13,100m,400m,2004-08-02,168,60,9,False,Recovering,Available,Coach Basinyi,Serowe,Emerging
A0702,Onalenna Mogapi 702,Female,T13,400m,200m,1993-07-19,149,68,6,False,Monitoring,Monitor,Coach Pule,Maun,Elite
A0703,Kelebogile Motsumi 703,Female,T11,200m,100m,1995-12-06,156,72,6,True,Monitoring,Available,Coach Molefe,Selebi-Phikwe,National
A0704,Refilwe Basinyi 704,Female,T12,800m,400m,1995-03-01,178,65,4,False,Healthy,Available,Coach Molefe,Serowe,National
A0705,Segametsi Ranku 705,Female,T11,200m,400m,2007-10-20,171,46,1,True,Recovering,Available,Coach Kgamanyane,Selebi-Phikwe,Elite
A0706,Aobakwe Mosinyi 706,Female,T13,200m,1500m,2003-09-05,184,59,5,False,Healthy,Restricted,Coach Pule,Molepolole,National
A0707,Onalenna Mogapi 707,Female,T11,200m,800m,2000-03-03,171,50,3,True,Healthy,Restricted,Coach Pule,Maun,National
A0708,Lorato Bantsi 708,Female,T13,200m,800m,2002-03-29,163,47,9,False,Healthy,Available,Coach Modise,Lobatse,Emerging
A0709,Naledi Mokalake 709,Female,T11,100m,400m,2006-11-05,162,58,6,True,Healthy,Restricted,Coach Pule,Serowe,National
A0710,Masego Moroka 710,Female,T12,400m,800m,2003-01-23,166,70,7,True,Recovering,Monitor,Coach Ranku,Molepolole,Emerging
A0711,Naledi Mogapi 711,Female,T12,1500m,100m,1993-05-27,167,60,6,True,Healthy,Available,Coach Kgamanyane,Gaborone,National
A0712,Refilwe Dube 712,Female,T11,800m,200m,2002-03-23,164,76,3,True,Monitoring,Available,Coach Motswana,Francistown,Podium Track
A0713,Oratile Mokalake 713,Female,T12,400m,1500m,2006-12-22,159,68,9,False,Monitoring,Available,Coach Molefe,Maun,Emerging
A0714,Aobakwe Mokalake 714,Female,T13,400m,100m,1996-09-08,148,50,3,False,Recovering,Monitor,Coach Dube,Gaborone,Elite
A0715,Onalenna Mogae 715,Female,T13,400m,200m,2003-06-30,167,56,5,False,Healthy,Monitor,Coach Pule,Francistown,National
A0716,Onalenna Motsumi 716,Female,T12,1500m,800m,1999-03-06,188,81,7,False,Recovering,Available,Coach Dube,Lobatse,National
A0717,Oratile Motsumi 717,Female,T12,100m,1500m,2006-12-19,151,48,4,True,Recovering,Available,Coach Motswana,Selebi-Phikwe,Podium Track
A0718,Tiamelo Motsepe 718,Female,T11,100m,200m,2006-10-21,162,73,7,True,Recovering,Available,Coach Modise,Serowe,Podium Track
A0719,Kelebogile Motsumi 719,Female,T11,1500m,100m,2001-02-08,173,60,2,True,Recovering,Available,Coach Pule,Gaborone,Emerging
A0720,Reabetswe Moroka 720,Female,T12,200m,100m,1998-08-16,152,50,8,False,Healthy,Available,Coach Pule,Maun,Elite
A0721,Kelebogile Motsumi 721,Female,T13,1500m,400m,1992-05-06,148,44,8,False,Recovering,Monitor,Coach Ranku,Lobatse,National
A0722,Bontle Ranku 722,Female,T13,400m,200m,1992-04-19,167,65,4,False,Monitoring,Available,Coach Motswana,Gaborone,Emerging
A0723,Boitumelo Pule 723,Female,T11,200m,1500m,1992-07-29,153,59,9,True,Healthy,Restricted,Coach Molefe,Selebi-Phikwe,Elite
A0724,Aobakwe Basinyi 724,Female,T11,100m,200m,2001-12-06,177,59,2,True,Recovering,Available,Coach Basinyi,Gaborone,Elite
A0725,Naledi Moroka 725,Female,T12,200m,400m,1996-03-09,161,63,4,False,Healthy,Available,Coach Pule,Lobatse,National
A0726,Aobakwe Mokalake 726,Female,T13,200m,100m,1997-01-05,168,58,8,False,Monitoring,Available,Coach Basinyi,Serowe,National
A0727,Kelebogile Lelaka 727,Female,T11,200m,800m,1996-08-20,159,54,2,True,Healthy,Available,Coach Motswana,Serowe,Podium Track
A0728,Naledi Dube 728,Female,T11,100m,800m,1998-11-14,164,53,4,True,Monitoring,Available,Coach Molefe,Gaborone,Emerging
A0729,Tiamelo Rammidi 729,Female,T13,200m,400m,2005-08-14,174,66,9,False,Healthy,Available,Coach Molefe,Molepolole,Elite
A0730,Onalenna Rammidi 730,Female,T12,100m,1500m,2008-09-09,172,76,1,False,Recovering,Available,Coach Modise,Maun,Elite
A0731,Kelebogile Rammidi 731,Female,T12,400m,200m,1992-04-01,176,70,6,False,Healthy,Restricted,Coach Dube,Serowe,National
A0732,Onalenna Kgamanyane 732,Female,T11,400m,100m,2008-11-13,167,56,5,True,Healthy,Available,Coach Pule,Maun,Emerging
A0733,Olebogeng Rammidi 733,Female,T12,100m,1500m,2003-06-19,182,51,2,False,Healthy,Available,Coach Molefe,Francistown,Elite
A0734,Keitumetse Moroka 734,Female,T11,100m,400m,1992-07-17,159,50,6,True,Healthy,Monitor,Coach Basinyi,Gaborone,National
A0735,Oratile Mokalake 735,Female,T12,400m,200m,2005-04-15,165,61,5,False,Healthy,Available,Coach Dube,Francistown,Podium Track
A0736,Lesedi Rammidi 736,Female,T12,200m,1500m,2003-06-11,172,56,3,False,Healthy,Restricted,Coach Kgamanyane,Lobatse,National
A0737,Refilwe Moroka 737,Female,T11,800m,400m,1992-01-31,150,60,5,True,Healthy,Available,Coach Dube,Molepolole,Elite
A0738,Lorato Mogae 738,Female,T12,800m,1500m,1994-12-06,171,58,5,False,Healthy,Available,Coach Modise,Gaborone,Emerging
A0739,Naledi Bantsi 739,Female,T11,800m,200m,1999-04-07,162,63,3,True,Recovering,Available,Coach Modise,Selebi-Phikwe,National
A0740,Kelebogile Kgamanyane 740,Female,T13,200m,400m,2007-08-23,175,57,5,False,Healthy,Available,Coach Motswana,Molepolole,Elite
A0741,Tiamelo Basinyi 741,Female,T12,200m,800m,1997-09-19,152,52,8,True,Healthy,Available,Coach Modise,Serowe,National
A0742,Onalenna Bantsi 742,Female,T12,200m,1500m,1999-10-03,162,42,1,False,Healthy,Available,Coach Kgamanyane,Lobatse,National
A0743,Lorato Rammidi 743,Female,T13,100m,400m,2007-12-15,170,51,6,False,Recovering,Restricted,Coach Dube,Serowe,Elite
A0744,Naledi Pule 744,Female,T13,200m,400m,2008-08-05,168,59,8,False,Recovering,Available,Coach Molefe,Francistown,Elite
A0745,Kelebogile Rammidi 745,Female,T11,100m,1500m,1997-12-20,161,72,3,True,Healthy,Monitor,Coach Basinyi,Serowe,National
A0746,Boitumelo Motsepe 746,Female,T12,400m,800m,2001-06-14,159,51,6,True,Healthy,Available,Coach Molefe,Maun,Podium Track
A0747,Oratile Mogapi 747,Female,T13,100m,1500m,2004-11-03,166,65,7,False,Healthy,Available,Coach Ranku,Maun,Elite
A0748,Bontle Bantsi 748,Female,T13,400m,100m,1994-10-28,163,49,6,False,Healthy,Restricted,Coach Basinyi,Maun,Elite
A0749,Bontle Mogae 749,Female,T11,100m,200m,2002-08-10,169,63,3,True,Healthy,Available,Coach Molefe,Francistown,National
A0750,Lorato Mosinyi 750,Female,T13,800m,100m,2003-01-17,180,56,4,False,Recovering,Available,Coach Modise,Gaborone,National
A0751,Kelebogile Motsumi 751,Female,T11,200m,400m,2008-11-29,165,52,1,True,Recovering,Available,Coach Motswana,Serowe,Elite
A0752,Bontle Mogae 752,Female,T11,200m,400m,2006-02-22,152,58,3,True,Healthy,Available,Coach Pule,Selebi-Phikwe,National
A0753,Kelebogile Bantsi 753,Female,T11,200m,400m,2000-10-11,170,48,9,True,Healthy,Available,Coach Dube,Lobatse,National
A0754,Reabetswe Lelaka 754,Female,T12,800m,1500m,1999-01-12,158,47,5,True,Healthy,Available,Coach Kgamanyane,Lobatse,Emerging
A0755,Masego Mokalake 755,Female,T12,400m,800m,2000-06-01,174,52,9,False,Healthy,Monitor,Coach Basinyi,Molepolole,Emerging
A0756,Onalenna Mogae 756,Female,T13,200m,800m,2008-05-01,168,50,7,False,Monitoring,Restricted,Coach Basinyi,Francistown,National
A0757,Oratile Dube 757,Female,T11,100m,800m,2006-12-03,164,52,8,True,Monitoring,Available,Coach Modise,Francistown,Elite
A0758,Masego Molefe 758,Female,T13,200m,100m,1996-09-11,148,58,5,False,Healthy,Available,Coach Modise,Francistown,Elite
A0759,Tiamelo Lelaka 759,Female,T12,100m,800m,2008-07-06,168,42,3,False,Recovering,Available,Coach Molefe,Serowe,Elite
A0760,Masego Moroka 760,Female,T11,100m,200m,2008-03-27,162,54,2,True,Healthy,Available,Coach Motswana,Gaborone,Elite
A0761,Naledi Mokalake 761,Female,T11,100m,400m,2005-12-09,155,55,5,True,Healthy,Monitor,Coach Dube,Selebi-Phikwe,Emerging
A0762,Bontle Molefe 762,Female,T13,100m,400m,1996-06-16,148,60,7,False,Healthy,Available,Coach Molefe,Francistown,National
A0763,Onalenna Motsumi 763,Female,T12,400m,200m,2007-05-03,173,46,1,False,Healthy,Available,Coach Ranku,Molepolole,Elite
A0764,Oratile Basinyi 764,Female,T11,800m,400m,1994-11-24,163,70,7,True,Recovering,Available,Coach Ranku,Gaborone,Elite
A0765,Refilwe Mogae 765,Female,T12,200m,1500m,2008-10-03,164,53,4,False,Monitoring,Available,Coach Motswana,Gaborone,Emerging
A0766,Refilwe Mosinyi 766,Female,T13,200m,400m,2007-10-22,156,59,8,False,Healthy,Available,Coach Molefe,Gaborone,Elite
A0767,Keitumetse Motsepe 767,Female,T13,200m,400m,2004-10-11,162,63,3,False,Healthy,Available,Coach Motswana,Francistown,Elite
A0768,Naledi Bantsi 768,Female,T13,400m,800m,1998-10-28,151,67,7,False,Healthy,Available,Coach Dube,Gaborone,Podium Track
A0769,Olebogeng Rammidi 769,Female,T12,400m,100m,2003-06-07,160,63,2,True,Recovering,Available,Coach Pule,Serowe,Elite
A0770,Onalenna Moroka 770,Female,T11,200m,800m,2004-07-11,158,46,3,True,Monitoring,Available,Coach Dube,Gaborone,Podium Track
A0771,Aobakwe Motsumi 771,Female,T11,100m,400m,1998-09-21,159,49,9,True,Healthy,Available,Coach Dube,Selebi-Phikwe,Emerging
A0772,Lorato Kgamanyane 772,Female,T13,200m,100m,2008-01-05,161,63,6,False,Healthy,Available,Coach Molefe,Gaborone,National
A0773,Tiamelo Motsepe 773,Female,T11,400m,800m,1997-08-26,172,59,1,True,Recovering,Available,Coach Modise,Maun,Podium Track
A0774,Segametsi Motsumi 774,Female,T12,100m,1500m,2003-05-07,159,53,5,True,Monitoring,Monitor,Coach Modise,Gaborone,Emerging
A0775,Refilwe Pule 775,Female,T12,100m,400m,2008-07-21,168,68,2,True,Healthy,Monitor,Coach Molefe,Gaborone,Podium Track
A0776,Oratile Rammidi 776,Female,T13,200m,100m,2006-08-05,161,56,6,False,Healthy,Available,Coach Molefe,Gaborone,Emerging
A0777,Segametsi Ranku 777,Female,T11,400m,200m,1999-06-26,157,59,8,True,Monitoring,Restricted,Coach Molefe,Francistown,Emerging
A0778,Naledi Bantsi 778,Female,T13,1500m,800m,2002-11-07,171,42,8,False,Monitoring,Available,Coach Kgamanyane,Francistown,National
A0779,Boitumelo Motsepe 779,Female,T12,200m,1500m,2003-10-29,166,53,6,True,Monitoring,Restricted,Coach Motswana,Selebi-Phikwe,Elite
A0780,Oratile Kgamanyane 780,Female,T13,800m,400m,2001-04-09,148,60,6,False,Healthy,Available,Coach Motswana,Selebi-Phikwe,Elite
A0781,Reabetswe Motsumi 781,Female,T11,1500m,800m,2001-10-04,163,61,6,True,Healthy,Monitor,Coach Kgamanyane,Francistown,Elite
A0782,Refilwe Pule 782,Female,T12,1500m,100m,1994-05-08,153,77,8,False,Monitoring,Available,Coach Basinyi,Lobatse,National
A0783,Kelebogile Molefe 783,Female,T11,800m,200m,1999-03-09,164,54,8,True,Healthy,Available,Coach Molefe,Lobatse,Elite
A0784,Masego Lelaka 784,Female,T13,100m,1500m,1993-08-12,176,63,2,False,Healthy,Available,Coach Motswana,Selebi-Phikwe,National
A0785,Boitumelo Ranku 785,Female,T11,200m,400m,1997-12-23,170,68,6,True,Healthy,Available,Coach Basinyi,Gaborone,Emerging
A0786,Masego Rammidi 786,Female,T12,800m,100m,1997-07-12,148,73,1,False,Monitoring,Available,Coach Motswana,Gaborone,Emerging
A0787,Reabetswe Pule 787,Female,T12,800m,200m,2008-03-12,161,60,8,True,Healthy,Unavailable,Coach Ranku,Francistown,Emerging
A0788,Lesedi Kgamanyane 788,Female,T12,200m,400m,2006-12-30,171,51,1,True,Healthy,Restricted,Coach Molefe,Francistown,National
A0789,Keitumetse Ranku 789,Female,T11,100m,800m,2004-12-31,166,64,8,True,Healthy,Available,Coach Kgamanyane,Maun,Podium Track
